date,Lyme_Rate,akron racers,alaska baseball league,alive at five,all stars baseball,baby toads,bell's palsy,berry picking,bible school songs,big surf,black legged tick,black tick,blossom rot,blueberry farms,bourne braves,brooklyn concerts,bullseye rash,central park free concerts,cherry pitter,cherry recipes,church festivals,coastal plains league,collegiate baseball league,concert in park,concerts brooklyn,deer tick,facial paralysis,falmouth commodores,fever,fourth of july cakes,free concerts,free concerts in nyc,free outdoor concerts,freedom fest,freedom run,freezer jam,freezing cherries,freezing squash,fresh cherry,fresh cherry pie,fresh cherry recipes,gatemen,harvesting basil,harwich mariners,joint pain,july calendar,keene swamp bats,knee pain,lake fest,little league all stars,lyme,lyme disease,marketfest,milwaukee festival,movies under the stars,necbl,newport gulls,nycbl,passing league,pick your own berries,pick your own blueberries,picking blueberries,pitting cherries,prospect park bandshell,rash,rose tree park,summer concerts in the park,summer in the park,summer recipe,summer run,summer sizzler,swamp bats,swimming parks,swollen joint,swollen joints,swollen knee,swollen knees,symphony in the park,tick,tired,tomato plant problems,valley league baseball,vbs games,water park atlanta,water park ga,watertown wizards,white water six flags,wild raspberries
2004-11-01,0.8688098695948366,0,0,0,0,0,60.22222222222222,0,0,29.25,0,16,0,0,0,5.5,0,0,0,15.88888888888889,0,0,0,5.857142857142857,0,36.333333333333336,16,0,38.333333333333336,0,8.88888888888889,0,0,0,0,13.428571428571429,0,0,0,0,0,0,0,0,36.888888888888886,1.2222222222222223,0,24.77777777777778,0,0,30.88888888888889,28.22222222222222,0,0,0,9,0,0,0,0,0,0,0,0,22.77777777777778,0,0,3.6666666666666665,0,30.6,0,33.333333333333336,5.142857142857143,11,0,8.666666666666666,0,0,14,35.888888888888886,0,0,0,0,0,0,0,0
2004-12-01,0.44417682494623556,0,0,0,7.75,0,28.555555555555557,0,0,33.5,0,0,9.5,0,11.666666666666666,31.5,0,0,0,26.22222222222222,29.5,0,10.25,14.714285714285714,31.5,13.555555555555555,13.75,0,43,0,9.11111111111111,0,0,0,15.5,0,0,100,0,0,0,0,0,0,27.88888888888889,2.5555555555555554,0,24.444444444444443,0,0,27.22222222222222,25.77777777777778,0,75,0,0,8.5,0,0,0,0,0,0,0,22.666666666666668,0,0,0,4.444444444444445,40.4,0,0,0,0,0,7.666666666666667,33.333333333333336,0,8.555555555555555,26.333333333333332,0,19.666666666666668,0,0,0,0,0,0
2005-01-01,0.3766619475544077,0,0,0,0,0,22.333333333333332,0,0,0,24.428571428571427,11.166666666666666,0,0,0,0,12.5,24,0,22,26.5,0,17.75,1,4.5,7.222222222222222,25,19,46.333333333333336,0,6.555555555555555,25,0,12.833333333333334,0,0,0,0,6.4,0,0,0,0,0,38.55555555555556,7.777777777777778,0,25.11111111111111,14.333333333333334,0,28.22222222222222,23.88888888888889,0,0,0,7.333333333333333,0,10,0,0,0,0,0,0,22.555555555555557,0,0,16.666666666666668,0,26.2,0,0,9.142857142857142,16.75,13,49.833333333333336,47.333333333333336,0,8.333333333333334,34.333333333333336,0,16.333333333333332,0,0,0,0,0,0
2005-02-01,0.33579767965935403,0,74,0,0,0,32.111111111111114,0,0,21.25,0,0,0,12,0,0,12.5,0,0,20.11111111111111,0,0,32.25,7.428571428571429,0,12.333333333333334,13,0,54.111111111111114,0,11.222222222222221,0,0,0,14.75,0,0,0,0,0,0,0,0,0,28.11111111111111,2.2222222222222223,0,33.77777777777778,4.333333333333333,0,22.333333333333332,21.11111111111111,0,72,0,0,0,0,0,0,0,0,0,0,22.22222222222222,5.666666666666667,0,11.5,0,38.2,0,0,9.142857142857142,9.25,54.75,25.5,0,0,8.555555555555555,26.77777777777778,0,17.333333333333332,0,0,0,0,0,16.75
2005-03-01,0.38554548405333244,0,0,14.333333333333334,17.75,0,25.444444444444443,0,0,31.75,0,0,0,8,0,25,0,0,0,3.2222222222222223,0,0,8.25,4.857142857142857,25,11.666666666666666,14.5,0,57.111111111111114,0,12.333333333333334,22,0,7.666666666666667,7,5.857142857142857,0,0,22.8,0,0,11.5,0,0,27.77777777777778,4.111111111111111,0,24.77777777777778,0,0,26.88888888888889,28.444444444444443,0,0,0,0,14.5,15.25,0,0,9.666666666666666,0,0,2.6666666666666665,24.444444444444443,4.666666666666667,0,17.333333333333332,10.555555555555555,41.2,0,0,12.714285714285714,14.75,0,24.166666666666668,0,0,9.88888888888889,31.88888888888889,0,30.333333333333332,0,0,0,0,0,0
2005-04-01,0.6005270673273104,0,0,3.6666666666666665,7,0,44.666666666666664,7.222222222222222,0,6.75,14.285714285714286,0,6.5,11.5,0,9.5,0,48,0,15.555555555555555,0,0,27.75,9.428571428571429,4.5,26.11111111111111,34,0,76.22222222222223,0,16.333333333333332,26,0,0,8,11.142857142857142,0,0,0,0,0,13.5,0,0,29.88888888888889,16.333333333333332,28,33.888888888888886,14.5,0,38.111111111111114,34.111111111111114,0,0,0,7.111111111111111,17.25,10.25,0,0,0,0,0,4.666666666666667,24.555555555555557,24,50,27.333333333333332,1.5555555555555556,22,0,18.333333333333332,5.285714285714286,9.25,15.75,33.5,0,0,18.11111111111111,36.22222222222222,0,50.666666666666664,0,0,0,56,0,0
2005-05-01,1.2419184025496746,50,0,4.333333333333333,11.5,0,47.888888888888886,0,0,38,0,0,0,15,9.333333333333334,54.5,0,21,0,18.11111111111111,73.5,0,33.25,23.857142857142858,53.5,35.111111111111114,30,17,46.22222222222222,0,12.444444444444445,22,32,20.333333333333332,25,0,0,0,0,0,0,11.5,30,30.666666666666668,34.666666666666664,12.666666666666666,0,34.333333333333336,19.166666666666668,13.6,47.77777777777778,43.44444444444444,0,60,30.666666666666668,17.333333333333332,13.75,0,0,73,0,20,0,5.333333333333333,24.77777777777778,5,22,26,17.555555555555557,42,6.8,30.333333333333332,7.142857142857143,20,11.75,18.166666666666668,0,43,22.88888888888889,31.88888888888889,0,46.333333333333336,0,0,0,49,0,0
2005-06-01,6.351728596731167,50,0,34.333333333333336,12.75,0,32.666666666666664,29.22222222222222,0,31.5,0,0,7.625,29,43.333333333333336,48.5,12.5,43,19,15.777777777777779,24,0,34.25,39.714285714285715,47,45.55555555555556,11.25,30,39.888888888888886,12.25,37.888888888888886,92,0,56.666666666666664,29.25,24.571428571428573,50,0,40,30.5,0,37.25,32.5,16.333333333333332,27.77777777777778,25.333333333333332,0,39.888888888888886,20.333333333333332,33.2,61,61.77777777777778,0,61,57.666666666666664,40.888888888888886,19.75,16.25,0,74,0,0,0,34.333333333333336,36.44444444444444,37,22.5,46.333333333333336,33.333333333333336,37,21.4,16.666666666666668,40,37,11.75,30.166666666666668,15.666666666666666,44,25.77777777777778,32.55555555555556,25,50,0,0,0,100,0,0
2005-07-01,8.670331622950517,0,0,26.666666666666668,44.25,0,24.333333333333332,31.88888888888889,0,34.25,14.285714285714286,10.666666666666666,51.625,67.66666666666667,0,47.5,32.75,51,9.285714285714286,34.111111111111114,0,0,43,33.285714285714285,38,35.22222222222222,27.75,60,43.333333333333336,66.25,33.111111111111114,47,0,39.833333333333336,36.25,12.428571428571429,0,82,35,0,33.333333333333336,25,81.5,47.333333333333336,48.55555555555556,47,48,32.888888888888886,15.833333333333334,59,75.66666666666667,79.88888888888889,0,62,56,47,16.25,34.25,0,0,27.333333333333332,28.4,0,47,38,7,45.5,28.166666666666668,48.44444444444444,59.2,20,86.66666666666667,53.857142857142854,24.75,42.75,13,0,90,22.444444444444443,32.666666666666664,0,11.333333333333334,0,0,0,0,65,41.25
2005-08-01,3.272694846203863,48.5,0,6.333333333333333,38.75,0,27.77777777777778,7.888888888888889,0,0,0,7.5,7.25,26.833333333333332,33.333333333333336,10,4,34,22.714285714285715,24.333333333333332,25,35.5,0,36.285714285714285,5.5,15.222222222222221,36.75,26,35.44444444444444,0,40.22222222222222,22,31,0,14.75,13.428571428571429,0,0,0,0,0,11.75,0,15.666666666666666,56.55555555555556,4.444444444444445,44.333333333333336,20,26.5,0,56.888888888888886,54.44444444444444,0,0,45,18.77777777777778,15.25,15.5,0,0,21,0,0,7.666666666666667,34.333333333333336,24.333333333333332,0,10.166666666666666,39.77777777777778,14.8,38.8,39.333333333333336,23.285714285714285,8,10.25,23.333333333333332,0,0,12.88888888888889,36.111111111111114,0,29.666666666666668,0,0,0,48,62,0
2005-09-01,1.193947305455481,0,0,0,14.75,26.5,23.88888888888889,9.88888888888889,0,21.5,0,0,7.25,24,0,5.5,0,19,0,21.555555555555557,22,27,7.5,13.571428571428571,5,11.88888888888889,10.5,0,43.666666666666664,0,20.88888888888889,20,0,29.666666666666668,11.25,10.714285714285714,0,71,0,0,0,0,43.5,0,40,10.222222222222221,0,33.55555555555556,37.666666666666664,0,38.333333333333336,36.111111111111114,0,0,14.666666666666666,2.6666666666666665,32.25,0,0,0,9.166666666666666,0,0,0,28.22222222222222,4.333333333333333,0,10.5,13.444444444444445,22,0,0,7.142857142857143,0,12.75,6.833333333333333,0,0,10.88888888888889,39.44444444444444,0,28.666666666666668,0,0,0,0,0,0
2005-10-01,1.009169746277847,0,0,0,5.25,0,32.666666666666664,9.777777777777779,0,14.75,7.285714285714286,15.833333333333334,0,22,8,3.5,18.375,0,0,10,0,0,0,12,4.5,28.11111111111111,0,0,40.666666666666664,0,10.444444444444445,18,0,4,10.25,0,0,0,12.2,25,0,0,0,0,28,1.8888888888888888,0,25.555555555555557,24,0,37.22222222222222,34.22222222222222,0,49,0,12.444444444444445,0,25,0,0,0,14,0,2.3333333333333335,28.333333333333332,4,18,3.5,5.555555555555555,4.2,0,0,0,18.5,11.5,13.666666666666666,0,0,14.222222222222221,27.333333333333332,0,8.666666666666666,0,0,0,40,0,0
2005-11-01,0.676925481218063,0,0,0,0,0,36.111111111111114,0,0,14.5,7.571428571428571,43.166666666666664,0,0,0,25,7,0,0,20.444444444444443,0,0,0,2.7142857142857144,24.5,27.88888888888889,0,15,41.333333333333336,0,8.666666666666666,19,0,0,32,0,0,67,8.2,0,0,10.25,0,0,25.666666666666668,5.666666666666667,19.333333333333332,32.55555555555556,0,0,39.111111111111114,34.55555555555556,0,0,0,0,5.75,7.75,0,0,0,0,0,0,21.88888888888889,22,0,3.6666666666666665,6.222222222222222,20,0,0,3.7142857142857144,0,12,22.166666666666668,0,0,15.777777777777779,35.888888888888886,0,21,0,0,0,0,0,0
2005-12-01,0.2647293876679564,0,0,0,27,25,28.666666666666668,0,0,23.75,0,23.333333333333332,4.5,0,0,0,0,0,0,29,0,0,0,0.7142857142857143,3,11,29,0,43.666666666666664,0,7,0,0,0,0,0,0,63,0,0,0,0,0,0,34.888888888888886,5.333333333333333,0,25.333333333333332,0,0,23.22222222222222,21.444444444444443,0,0,0,5,0,0,0,0,0,0,0,0,24.444444444444443,7.666666666666667,0,9.166666666666666,4.888888888888889,13.6,0,0,10,16,22.25,7.666666666666667,0,0,10.11111111111111,29.444444444444443,0,27.666666666666668,0,0,0,0,0,0
2006-01-01,0.3020402409634402,0,0,0,15,0,33.333333333333336,0,0,22.75,0,7,5.875,7.166666666666667,0,3,0,0,0,9.555555555555555,17,0,28.75,16.571428571428573,3,5.777777777777778,16,0,41.888888888888886,0,3,16,0,0,0,0,0,0,8.4,0,0,0,0,0,32.44444444444444,4.888888888888889,0,27,6.5,0,27.11111111111111,21.444444444444443,0,44,0,0,0,0,0,0,0,0,0,0,19.555555555555557,0,0,14.166666666666666,6.444444444444445,5,0,11,12.571428571428571,10.5,43.5,23.5,33.333333333333336,0,6.777777777777778,35.55555555555556,0,11,0,0,0,0,0,0
2006-02-01,0.3269141431604293,0,0,0,4.75,0,18,1.8888888888888888,0,16.25,0,0,8.5,13.166666666666666,0,3,8.625,0,0,18.555555555555557,0,0,12.25,0.7142857142857143,3,9.444444444444445,20.5,0,46.44444444444444,0,7.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,12.333333333333334,24.22222222222222,6.555555555555555,0,26.77777777777778,5.333333333333333,0,26.11111111111111,19.555555555555557,0,0,0,6.888888888888889,0,21.75,0,0,0,0,0,0,21,0,0,12.166666666666666,8.666666666666666,16.2,0,0,15.142857142857142,21.25,8.75,0,11.666666666666666,0,7.777777777777778,28.666666666666668,0,10,0,44,100,0,0,0
2006-03-01,0.3748852402546228,0,0,5,16,0,35.888888888888886,17.666666666666668,0,26.75,0,0,0,6.666666666666667,19.333333333333332,2.5,6.875,0,5.857142857142857,9,15,18.5,13,6.714285714285714,2.5,17.444444444444443,16.5,0,49.111111111111114,0,6.333333333333333,15,0,3.1666666666666665,9,10.142857142857142,0,0,3.8,0,0,8,0,0,34.44444444444444,6,0,29.555555555555557,8.833333333333334,0,27,23.333333333333332,0,0,10.333333333333334,0,4.5,5.75,0,0,0,0,0,0,21.88888888888889,3,0,1.6666666666666667,14.444444444444445,14,0,0,22.285714285714285,18.5,27.25,16.333333333333332,0,28,10.444444444444445,30,0,11,0,0,0,0,0,0
2006-04-01,0.4690507271432247,0,0,8,12,0,20.11111111111111,0,0,17.75,14.285714285714286,24.166666666666668,0,5.666666666666667,0,18,2.875,0,0,21.333333333333332,0,0,15.75,5.428571428571429,20.5,30.77777777777778,8,0,51.55555555555556,10.75,7.111111111111111,32,0,0,20,4.285714285714286,0,0,12.2,39.5,0,8.5,0,0,25.333333333333332,4.777777777777778,15.333333333333334,23.333333333333332,15,0,34.111111111111114,39.666666666666664,0,0,11.333333333333334,0,10.5,0,0,0,0,0,0,35.333333333333336,27.77777777777778,3.3333333333333335,0,11.333333333333334,10.88888888888889,24.4,0,0,5.285714285714286,21.5,29,40.333333333333336,0,31,19.77777777777778,33.77777777777778,0,34.333333333333336,0,42,0,35,0,0
2006-05-01,1.3307537675389216,0,0,10.666666666666666,30,0,30.666666666666668,16.22222222222222,0,26.75,0,25.833333333333332,5.375,11.666666666666666,6.333333333333333,22,7.375,32,0,10.88888888888889,0,0,24.25,11,24,44.55555555555556,17,0,41.666666666666664,0,16.22222222222222,22,21,20.833333333333332,8.25,3.857142857142857,0,0,9.6,0,13.333333333333334,8,0,14.333333333333334,30.88888888888889,9.11111111111111,0,30.77777777777778,14.833333333333334,4,50.22222222222222,50.77777777777778,0,0,27,10.222222222222221,25.5,12,0,49,0,0,0,13.333333333333334,27.444444444444443,5.333333333333333,0,17.833333333333332,21.666666666666668,24,12,0,13.285714285714286,0,34.25,35.166666666666664,10,29,26.22222222222222,39,0,49,0,0,0,0,0,0
2006-06-01,6.0212610389711685,31.5,0,30.333333333333332,44,20.5,29.666666666666668,16.444444444444443,0,12,14.285714285714286,14.833333333333334,0,21.666666666666668,43,41.5,23.125,80,19.571428571428573,28.77777777777778,17,71,47.5,23.571428571428573,37,41.666666666666664,18,46.5,34.666666666666664,10.75,31.77777777777778,16,43,21.333333333333332,15,42.42857142857143,32,55,14.4,0,21.666666666666668,38.5,0,22,34.333333333333336,37,62,37.333333333333336,22.333333333333332,30.8,64.22222222222223,65.22222222222223,0,42,45.666666666666664,40.44444444444444,18.5,37.25,0,0,6.833333333333333,0,0,67.33333333333333,35.22222222222222,53,44,35.166666666666664,42.44444444444444,52.4,0,37.333333333333336,31.142857142857142,25.75,16.75,19,0,60,25,29,17,36.666666666666664,0,41,0,68,0,11
2006-07-01,5.98572689297547,66.5,0,55,17.25,40.5,36.77777777777778,59.333333333333336,0,16,0,13.833333333333334,47.125,37.833333333333336,37.333333333333336,65,16.875,100,37.142857142857146,29.666666666666668,0,56.5,25.75,37.42857142857143,56,39.888888888888886,44.75,75,42.44444444444444,16.5,61,64,34,19,13.75,38.857142857142854,31,57,40,21.5,47.333333333333336,0,20.5,40,33.666666666666664,47,56.666666666666664,44.666666666666664,20.5,42.4,65.66666666666667,70.55555555555556,0,64,54,22.333333333333332,42.5,33.75,0,52,50.833333333333336,27,0,55.333333333333336,38.111111111111114,29.333333333333332,39.5,36.333333333333336,52,30,10,39.333333333333336,63.857142857142854,5.75,31,20.666666666666668,0,93,24.666666666666668,31.77777777777778,12.25,34.666666666666664,0,42,0,35,0,37.75
2006-08-01,2.1302720524421455,28.5,0,14,19,0,27.77777777777778,22,0,25.75,0,5,23.875,28.333333333333332,21,22.5,27.375,0,14.285714285714286,29.333333333333332,0,23,22.25,22,17,12.777777777777779,23.25,32,34.22222222222222,0,22.444444444444443,15,20,10.5,0,10.285714285714286,0,0,15.8,0,0,30.5,0,0,39.333333333333336,12.777777777777779,29.666666666666668,34.111111111111114,14.666666666666666,25.2,50.888888888888886,48.111111111111114,0,58,36.333333333333336,24.77777777777778,25.25,11.75,0,47,29.666666666666668,13.6,0,21.333333333333332,30.11111111111111,17.666666666666668,14.5,32.5,28.555555555555557,39,4.4,26,28.285714285714285,23.25,28,34.666666666666664,29.666666666666668,0,13.555555555555555,29.22222222222222,9.25,0,0,0,0,0,41,0
2006-09-01,1.1282091353634383,0,0,4,0,0,28.88888888888889,7.222222222222222,0,28.25,0,12.333333333333334,3.875,5,0,4,7,13,0,18.333333333333332,0,45,12.5,16.428571428571427,3.5,15.555555555555555,7,0,35.888888888888886,0,17.555555555555557,14,0,9,12,8.714285714285714,0,50,13.4,0,0,0,0,13.666666666666666,34.44444444444444,3.7777777777777777,0,29.444444444444443,20.166666666666668,0,38.111111111111114,30.11111111111111,0,0,0,5.222222222222222,0,25,0,0,6.5,0,0,1.6666666666666667,25.333333333333332,31.333333333333332,14,1.6666666666666667,11.333333333333334,23.8,13,0,6.714285714285714,25,25.5,11.5,0,0,10.222222222222221,30.444444444444443,0,0,0,0,0,0,0,0
2006-10-01,0.9878492586804277,0,0,1.6666666666666667,19,0,24.77777777777778,13.222222222222221,0,17.25,11.571428571428571,5.166666666666667,0,9.333333333333334,5.666666666666667,4.5,10.875,0,7.857142857142857,22.444444444444443,0,41,14.25,4.857142857142857,4.5,24,11.75,0,38.55555555555556,0,11.666666666666666,13,0,9,9,0,0,46,8.2,0,0,0,15.5,0,22.88888888888889,5.111111111111111,0,25.666666666666668,16.333333333333332,0,33.55555555555556,33.333333333333336,0,0,0,16,0,0,0,0,0,0,0,1.6666666666666667,26,15,0,13.666666666666666,2.7777777777777777,17.6,0,0,2.5714285714285716,22.75,12.25,16.5,0,0,15.333333333333334,31.444444444444443,0,22,0,0,0,0,35,0
2006-11-01,0.6129640184258051,0,36,1.6666666666666667,17.25,0,27.11111111111111,2.6666666666666665,0,10.5,7.285714285714286,9.5,0,0,0,3.5,4.625,0,0,24.333333333333332,13.5,20.5,12.5,8,3.5,34.333333333333336,9,10,43.111111111111114,0,6.555555555555555,13,0,2,7,3.4285714285714284,0,45,0,0,0,0,0,0,31.555555555555557,2.2222222222222223,0,26.666666666666668,2,0,35.666666666666664,37.333333333333336,0,34,0,1.6666666666666667,0,0,0,0,0,0,0,0,20.88888888888889,0,0,3.8333333333333335,1.2222222222222223,14.2,0,0,8.857142857142858,19.5,15.5,16.5,0,0,18.77777777777778,29.77777777777778,0,5.666666666666667,0,0,0,0,0,0
2006-12-01,0.41574950814967643,0,0,0,0,0,31.11111111111111,3.6666666666666665,0,7.25,11,4.333333333333333,0,5,5.666666666666667,3.5,0,0,4.714285714285714,33.888888888888886,0,0,16.25,3.2857142857142856,4.5,14.555555555555555,20,0,42.111111111111114,0,2.888888888888889,0,0,4.5,18.25,0,0,0,8.2,17,0,0,0,0,33.888888888888886,2.888888888888889,0,28.444444444444443,2,3.4,30.444444444444443,25.88888888888889,0,0,0,2.7777777777777777,0,26.5,0,0,0,0,0,0,23.88888888888889,5.333333333333333,0,1.5,6.666666666666667,9.6,0,0,2.7142857142857144,0,12,16.333333333333332,8.666666666666666,0,10.88888888888889,24.77777777777778,0,14.666666666666666,0,0,0,0,0,0
