date,Lyme_Rate,alabama water park,alabama water parks,alive at five,amc free,amc free movies,asheboro copperheads,auburn water park,bag toss,baking soda pool,baler,baler parts,banzai water,bell's palsy,black legged tick,black tick,blue bayou,blue bayou in baton rouge,bullseye rash,cast cover,clear pool water,cloudy pool,cloudy pool water,coastal plains league,danville dans,deer tick,diamond devils,east cobb baseball,easy camp,elite camp,facial paralysis,fayetteville swampdogs,fever,free summer kids movies,free summer movie,fun days,green pool,green pool water,haier air,hay rake,herndon braves,intex,intex pool cover,intex pumps,joint pain,knee pain,lyme,lyme disease,martinsville mustangs,nycbl,pa pool,palmetto falls,park pools,point mallard,pool rope,pool supply stores,pool times,quick set pool,rash,springtails,summer books,summer family fun,summer movie camp,summer things,summer things to do,summertime songs,swampdogs,swim shirts,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,top summer songs,us club,valley beach,wilmington sharks,wilson tobs,wood bat,wood bat tournament
2005-06-01,0.3965188893857874,47.833333333333336,54,0,28,47,0,51.5,33.833333333333336,11.153846153846153,31.933333333333334,44.833333333333336,30.181818181818183,29.6,0,17.444444444444443,18.714285714285715,20,8.333333333333334,5.5,5.153846153846154,34.214285714285715,37.15384615384615,37.5,0,28,0,29.333333333333332,19.75,50.2,0,0,37.93333333333333,0,70,39.72727272727273,14.666666666666666,21.142857142857142,36,7.416666666666667,0,39.93333333333333,16.666666666666668,50,41.4,37.6,62.53333333333333,53,0,0,47.5,0,62.375,30,0,59,22.11111111111111,50,40.86666666666667,26.466666666666665,27.466666666666665,0,0,29.466666666666665,26.266666666666666,0,11.2,12.923076923076923,12.5,7.8,12.615384615384615,21.666666666666668,43.4,24.066666666666666,44.4,53.4,28.916666666666668,54.666666666666664,0,29.583333333333332,0
2005-07-01,0.3775839986005111,20.833333333333332,54,0,32.75,45,0,0,12.25,18.53846153846154,35.733333333333334,16.666666666666668,17.727272727272727,21.066666666666666,0,13.11111111111111,22.357142857142858,14.2,6.166666666666667,0,5.076923076923077,29.5,18.153846153846153,39.166666666666664,0,22.8,0,26.333333333333332,0,50.8,0,0,39.2,0,0,8.818181818181818,43.333333333333336,39.142857142857146,28.333333333333332,5.083333333333333,0,34.666666666666664,0,49,29.066666666666666,32.2,72.73333333333333,77.13333333333334,0,0,22.5,0,24.875,20.6,0,0,21.77777777777778,19.625,41.6,14.866666666666667,24.866666666666667,0,0,34.06666666666667,24.733333333333334,25,10.8,7.6923076923076925,12.5,53.4,22.46153846153846,22,29.666666666666668,30.4,29.4,43.4,23.416666666666668,31.666666666666668,0,42.5,0
2005-08-01,0.1292027841818858,8.833333333333334,0,0,12.125,0,0,30.5,22.416666666666668,0,28,0,0,24.666666666666668,0,6.333333333333333,15.571428571428571,9.4,14.083333333333334,21,8.692307692307692,28.785714285714285,19.692307692307693,12.333333333333334,0,15.533333333333333,0,9.166666666666666,0,20,15.25,0,39.666666666666664,0,0,18.454545454545453,20,31,16.666666666666668,4.833333333333333,0,27.266666666666666,16.666666666666668,0,34.2,28.266666666666666,51.266666666666666,49.266666666666666,25.333333333333332,0,24.75,0,33.25,5.1,9,0,4.777777777777778,0,33,6.666666666666667,14.933333333333334,0,0,10.066666666666666,14.333333333333334,0,20,7.6923076923076925,0,30.2,17.076923076923077,0,29.733333333333334,31.4,40.6,33.266666666666666,17.75,9.666666666666666,0,27.75,0
2005-09-01,0.06682902630097541,3.1666666666666665,0,0,3.125,40,0,27.5,18.083333333333332,4.153846153846154,13.333333333333334,0,0,24.933333333333334,0,6.333333333333333,8.428571428571429,0,5.166666666666667,4.583333333333333,7.6923076923076925,11.357142857142858,24.307692307692307,0,0,10.733333333333333,0,24.666666666666668,24,0,0,0,42.6,0,0,11.545454545454545,12.2,6.571428571428571,24.5,5.25,0,14,13.333333333333334,0,29.2,24.733333333333334,32.733333333333334,34.266666666666666,0,0,0,0,10.875,4.5,0,0,6.333333333333333,0,31.666666666666668,10.733333333333333,6.666666666666667,0,0,4.866666666666666,1.5333333333333334,0,0,11.461538461538462,19.375,6.6,7.230769230769231,0,19.333333333333332,33.93333333333333,5.8,32.6,17.416666666666668,0,0,17.75,0
2005-10-01,0.06348757498592664,7,0,0,3.125,0,0,15,13.166666666666666,3.6153846153846154,18,0,0,21.333333333333332,0,11.11111111111111,8.142857142857142,0,7.333333333333333,8.416666666666666,6.538461538461538,2.4285714285714284,4.076923076923077,14.666666666666666,0,10.2,0,8.166666666666666,0,0,12.75,0,41,0,0,11.545454545454545,8.466666666666667,14.428571428571429,7.166666666666667,5.583333333333333,0,6.266666666666667,0,0,33.4,29.066666666666666,25.933333333333334,27.8,0,100,34.25,0,14.5,13.5,0,0,10.333333333333334,0,32.4,16.866666666666667,3.7333333333333334,0,0,4.4,0,0,23,10.461538461538462,7.75,38.2,9.76923076923077,0,20.8,28.466666666666665,0,22.266666666666666,20.833333333333332,0,0,15,0
2005-11-01,0.04566650130566653,0,0,0,18.625,0,0,0,3.25,0,13.733333333333333,0,2.4545454545454546,28.6,0,11.11111111111111,4.571428571428571,0,0,8.416666666666666,0,2.357142857142857,3.923076923076923,23.5,0,12,0,7,17.25,0,0,0,39.266666666666666,0,0,11.090909090909092,5.733333333333333,10.285714285714286,0,0,0,5.066666666666666,0,0,26.466666666666665,35.733333333333334,30.133333333333333,23.8,0,0,14.25,0,2.375,0.8,0,48,6.111111111111111,12.5,25.933333333333334,0,6.2,0,0,6.266666666666667,3.2,0,5.6,7.615384615384615,0,19,3,0,23.533333333333335,29.333333333333332,0,30,14.333333333333334,0,0,7.5,0
2005-12-01,0.04232504999061776,0,0,0,7.375,0,0,0,3.4166666666666665,0,13.866666666666667,0,4.545454545454546,21.266666666666666,0,5.333333333333333,13.714285714285714,0,0,4.083333333333333,5.6923076923076925,0,0,12.5,0,7.266666666666667,0,14,0,8,12.75,0,37.4,0,0,10.636363636363637,5.066666666666666,0,6.666666666666667,6.25,0,7.066666666666666,16.666666666666668,0,18.666666666666668,29.733333333333334,32.86666666666667,23.8,0,0,21,0,20.25,5.8,0,0,4.111111111111111,0,27.2,0,1.8666666666666667,0,0,6.533333333333333,0,20,0,0,0,15.8,0,50,19.266666666666666,26.466666666666665,7.8,23.466666666666665,20.25,0,0,16.75,0
2006-01-01,0.04232504999061776,13.333333333333334,19.5,0,17,0,0,0,0,0,20.6,0,6.636363636363637,27.2,0,4.333333333333333,13.357142857142858,0,0,15.166666666666666,0,0,0,0,0,7.466666666666667,0,4.666666666666667,0,15.4,20.5,0,39,0,0,18,2.533333333333333,5.428571428571429,7.166666666666667,5.416666666666667,0,4,0,0,28,36.4,26.933333333333334,25.533333333333335,33.333333333333336,0,0,0,10.5,7,0,39,10,0,25.533333333333335,4.133333333333334,7,0,53,3.933333333333333,3.6666666666666665,0,20,15,10.125,9.2,9.153846153846153,15.666666666666666,16.866666666666667,33.2,6.4,29.8,17.75,0,0,6.75,0
2006-02-01,0.020048707890292623,6.833333333333333,10.75,0,13.75,0,0,0,3.0833333333333335,0,22.8,0,0,22.533333333333335,0,4.777777777777778,9.214285714285714,0,0,12.25,5.230769230769231,0,0,7.333333333333333,0,3.8,0,7.166666666666667,20.75,52.6,26.5,0,42.4,0,0,18.90909090909091,6.2,0,6.666666666666667,2.6666666666666665,0,5.066666666666666,0,0,34.6,39.733333333333334,24.333333333333332,23,0,0,19.5,0,6.875,17.4,0,41,27.555555555555557,0,29.333333333333332,4.866666666666666,17.066666666666666,21,0,10.8,0,18,11,6.384615384615385,4.625,9.6,3.5384615384615383,16.333333333333332,17.333333333333332,34.53333333333333,6.8,30.333333333333332,12.333333333333334,0,0,6.083333333333333,0
2006-03-01,0.033414513150487705,8,5,0,16.125,0,0,0,8.583333333333334,0,18.933333333333334,0,3,27.2,0,0,12.642857142857142,0,8.333333333333334,3.6666666666666665,0,3.2142857142857144,7.3076923076923075,0,0,8.333333333333334,0,10.333333333333334,12.5,31.8,15.5,0,46.333333333333336,0,0,16.90909090909091,4,5,11.833333333333334,9.666666666666666,0,9.8,0,0,31.533333333333335,33.4,27.733333333333334,23.866666666666667,0,73,3.75,0,23.875,3.8,6.333333333333333,0,4.777777777777778,0,31.866666666666667,3,12.666666666666666,0,0,2.8,11.6,0,0,18.53846153846154,11.5,32.2,11.461538461538462,14.666666666666666,19.266666666666666,27.4,13.4,25.666666666666668,21.5,0,0,16.5,0
2006-04-01,0.04009741578058525,11.333333333333334,0,0,6.5,0,0,22,11.5,3.6923076923076925,12.6,15.833333333333334,12.909090909090908,37.6,0,20.333333333333332,12.071428571428571,0,6,10.666666666666666,26.153846153846153,10.928571428571429,14.384615384615385,15.5,0,15.533333333333333,0,13.5,13,23.4,11.25,0,42.666666666666664,0,0,6,6.4,25.428571428571427,14.5,12.083333333333334,0,20.733333333333334,0,0,34.2,33.733333333333334,40,39,0,0,15.75,0,16.375,6.7,6.333333333333333,0,10.666666666666666,7.375,32,11.933333333333334,17,0,100,17.333333333333332,16.866666666666667,15.5,0,4.615384615384615,12.5,23,23.076923076923077,0,31.666666666666668,32.2,19.4,26.933333333333334,22.916666666666668,10,0,16.416666666666668,0
2006-05-01,0.17152783417250356,11.666666666666666,23,0,16.25,0,0,11.5,13.666666666666666,3.1538461538461537,23.6,18.833333333333332,32.81818181818182,27.4,33.333333333333336,10.88888888888889,16.5,6.4,0,12.75,21,39.142857142857146,26.307692307692307,0,0,23.533333333333335,0,9.833333333333334,0,24.4,10.5,0,40.93333333333333,0,0,29.181818181818183,22.533333333333335,7.714285714285714,25.166666666666668,4.333333333333333,0,23.4,0,35.5,43.8,31.266666666666666,46.2,47.06666666666667,0,0,26,0,33.375,7.3,0,0,37.77777777777778,24.375,33.53333333333333,14.6,33.06666666666667,18.5,0,24.466666666666665,15.6,30.5,4.4,5.076923076923077,14.875,10.2,18.46153846153846,13,32.333333333333336,30.466666666666665,22.4,29.2,13.166666666666666,33,0,24,0
2006-06-01,0.43550248806135644,56,36.75,0,30.625,30,0,16,22.666666666666668,14.307692307692308,22,15.5,30.818181818181817,20.266666666666666,0,33.55555555555556,34.142857142857146,13.6,6,10.333333333333334,23.23076923076923,49.285714285714285,42.15384615384615,32.333333333333336,0,32.06666666666667,0,13.333333333333334,47,22.2,0,0,41,0,0,12.727272727272727,19,19,35.666666666666664,15.833333333333334,0,37.333333333333336,0,31.5,29.866666666666667,26.066666666666666,55.46666666666667,58.733333333333334,29.666666666666668,0,29.25,0,29.375,40.1,6.5,0,35.888888888888886,0,40,23.333333333333332,41.333333333333336,0,76,46.93333333333333,38.266666666666666,46.5,21.6,24.23076923076923,5.625,33,14.692307692307692,0,40.13333333333333,29.466666666666665,15.4,43.333333333333336,28.833333333333332,26.666666666666668,0,27.916666666666668,0
2006-07-01,0.2996168012493731,19,57.75,0,26.5,58,0,42,27.333333333333332,29,22.2,0,10.454545454545455,31.333333333333332,0,9.444444444444445,24.5,12.8,13.25,24.166666666666668,20.53846153846154,49.285714285714285,35.46153846153846,28.666666666666668,0,17.933333333333334,0,24.166666666666668,15.5,38.8,28.25,0,40.93333333333333,0,0,3.6363636363636362,17.933333333333334,40.57142857142857,35.666666666666664,19.666666666666668,0,31.333333333333332,0,0,30.2,36.6,48.8,50.333333333333336,51.333333333333336,0,24.5,0,31.875,36.6,16.666666666666668,0,0,7.5,40.13333333333333,8.466666666666667,29.6,14,48,16.866666666666667,15.533333333333333,0,7.4,14.153846153846153,16.875,12.2,24.384615384615383,0,29.933333333333334,23.2,23.4,32.46666666666667,36.166666666666664,15,0,15.416666666666666,0
2006-08-01,0.08910536840130055,19.333333333333332,31.75,0,29.75,0,0,37.5,25.25,13.23076923076923,26.333333333333332,11,24.363636363636363,25.333333333333332,0,17.11111111111111,14.785714285714286,5.8,0,14.083333333333334,8.615384615384615,9.357142857142858,20.692307692307693,11.5,0,15,0,23.166666666666668,13.5,38,27.75,0,42.46666666666667,0,0,18.09090909090909,15.133333333333333,20.428571428571427,26.5,5.833333333333333,0,21.133333333333333,5.5,31.5,29.133333333333333,31.933333333333334,40.13333333333333,33.666666666666664,18,0,21,0,14.75,20.5,5.666666666666667,0,23.88888888888889,11.75,35.4,5.4,17.466666666666665,0,0,15.466666666666667,8.266666666666667,0,5.2,8.153846153846153,16.875,32.4,10.153846153846153,12.666666666666666,23.4,24,26.2,30.733333333333334,22.416666666666668,5.666666666666667,0,8.916666666666666,0
2006-09-01,0.10581262497654441,8,0,0,2,0,0,18.5,12,0,18.133333333333333,13.166666666666666,8.363636363636363,27.666666666666668,0,0,19,5.8,5.333333333333333,7.833333333333333,4.923076923076923,5.5,8.461538461538462,0,0,8.466666666666667,0,9.5,39,12.2,9.25,0,37.733333333333334,0,0,10.818181818181818,4.4,11.142857142857142,4.666666666666667,12.416666666666666,0,9.2,15,0,25.8,25,35.13333333333333,33.13333333333333,0,0,10,0,10.125,7.9,0,0,8.777777777777779,0,31.866666666666667,10.066666666666666,9.066666666666666,0,0,3.6,0,0,0,11.461538461538462,3.625,15.2,7.769230769230769,0,25.6,25.266666666666666,0,19.133333333333333,12.666666666666666,5.666666666666667,0,11.5,0
2006-10-01,0.07462574603608922,0,6.25,0,9,0,0,17.5,22.166666666666668,0,20.2,0,4.545454545454546,24.533333333333335,33.333333333333336,18.666666666666668,5.785714285714286,0,0,8.333333333333334,0,0,0,9,0,10.466666666666667,0,6.166666666666667,10,12.6,10.5,0,39.6,0,0,26.09090909090909,4.666666666666667,4.142857142857143,0,13.416666666666666,0,8.733333333333333,0,0,27.466666666666665,29.533333333333335,31.733333333333334,28.266666666666666,25,0,15,0,7.875,1.9,5.166666666666667,0,16,0,29.266666666666666,7.066666666666666,7.066666666666666,0,0,4.933333333333334,0,0,0,16.692307692307693,0,11,10.692307692307692,10.666666666666666,18.6,27.133333333333333,5.2,25.8,10.166666666666666,0,0,15.166666666666666,0
2006-11-01,0.04009741578058525,0,0,0,5.875,0,0,0,18,0,18.466666666666665,0,0,25.666666666666668,0,3.3333333333333335,5.428571428571429,0,5,12.583333333333334,9.538461538461538,0,0,2.6666666666666665,0,12.066666666666666,0,5.333333333333333,24,17.6,17.75,0,37.13333333333333,0,0,4.818181818181818,5.466666666666667,0,5.333333333333333,8.25,0,2.8666666666666667,0,30,24,35.06666666666667,25.066666666666666,22.4,0,0,26,0,5.625,13.9,0,0,13.666666666666666,0,30.2,0,11.733333333333333,0,0,4.666666666666667,1.5333333333333334,0,3.6,6,14.625,0,9.538461538461538,0,17,31.466666666666665,4,33.8,15.333333333333334,5,0,13.416666666666666,0
2006-12-01,0.02116252499530888,0,0,0,13.5,0,0,0,11.75,7.6923076923076925,13.066666666666666,0,0,22.6,0,3.3333333333333335,9.071428571428571,0,20.75,16.583333333333332,0,0,0,0,0,7.4,0,12.5,0,12.8,10,0,40.266666666666666,0,0,6,5.466666666666667,0,0,5.833333333333333,0,3,0,0,25.866666666666667,30.333333333333332,22.4,19.733333333333334,0,0,6.5,0,4.25,4.4,0,0,19,0,27,2.2,7.933333333333334,0,0,4.666666666666667,2.3333333333333335,0,0,2.769230769230769,20.875,7.2,8.461538461538462,0,16.733333333333334,25.6,0,33.13333333333333,10.5,0,0,7.25,0
